,Temps,Temperature,Frequency,Cpu_usage,Cpu_memory,Classe
2646,1697219587.912,46.738,800.0,6.5,10.6,normal
2647,1697219588.417,47.225,700.0,5.0,10.6,normal
2648,1697219588.92,45.277,1800.0,25.9,10.2,normal
2649,1697219589.423,47.712,1800.0,31.8,10.5,normal
2650,1697219589.925,45.764,1800.0,5.0,10.5,normal
2651,1697219590.428,46.738,1800.0,4.0,10.5,normal
2652,1697219590.931,47.712,1800.0,3.9,10.5,normal
2653,1697219591.433,47.225,1800.0,4.0,10.6,normal
2654,1697219591.936,47.225,1800.0,5.4,10.6,normal
2655,1697219592.438,47.712,1800.0,3.5,10.6,normal
2656,1697219592.941,47.712,1800.0,4.5,10.6,normal
2657,1697219593.444,46.738,1800.0,3.5,10.6,normal
2658,1697219593.949,46.251,600.0,5.9,10.6,normal
2659,1697219594.454,46.251,800.0,6.0,10.6,normal
2660,1697219594.957,46.251,1800.0,26.5,10.4,normal
2661,1697219595.46,47.225,1800.0,29.0,10.6,normal
2662,1697219595.962,47.225,1800.0,2.5,10.6,normal
2663,1697219596.465,48.199,1800.0,5.4,10.6,normal
2664,1697219596.968,47.225,1800.0,3.5,10.6,normal
2665,1697219597.47,47.225,1800.0,4.0,10.6,normal
2666,1697219597.973,47.225,1800.0,3.5,10.6,normal
2667,1697219598.475,46.251,1800.0,5.0,10.6,normal
2668,1697219598.978,46.738,1800.0,4.5,10.6,normal
2669,1697219599.48,46.738,1800.0,4.0,10.6,normal
2670,1697219599.985,46.738,700.0,5.0,10.6,normal
2671,1697219600.491,46.251,600.0,7.3,10.6,normal
2672,1697219600.994,46.738,1800.0,16.6,10.1,normal
2673,1697219601.497,48.199,1800.0,37.5,10.5,normal
2674,1697219602.0,46.738,1800.0,5.4,10.6,normal
2675,1697219602.503,46.738,1800.0,4.0,10.6,normal
2676,1697219603.006,46.738,1800.0,3.5,10.6,normal
2677,1697219603.508,46.251,1800.0,3.5,10.6,normal
2678,1697219604.011,46.738,1800.0,4.5,10.6,normal
2679,1697219604.513,46.251,1800.0,3.0,10.6,normal
2680,1697219605.016,46.738,1800.0,3.5,10.6,normal
2681,1697219605.518,47.225,1800.0,3.0,10.6,normal
2682,1697219606.024,46.738,600.0,4.4,10.6,normal
2683,1697219606.53,45.277,600.0,5.4,10.6,normal
2684,1697219607.033,48.199,1800.0,23.0,10.2,normal
2685,1697219607.535,47.712,1800.0,33.3,10.5,normal
2686,1697219608.038,47.225,1800.0,3.0,10.5,normal
2687,1697219608.54,46.738,1800.0,3.5,10.5,normal
2688,1697219609.043,47.225,1800.0,4.5,10.5,normal
2689,1697219609.545,46.251,1800.0,3.5,10.5,normal
2690,1697219610.048,46.251,1800.0,4.0,10.5,normal
2691,1697219610.55,47.225,1800.0,4.0,10.6,normal
2692,1697219611.053,46.738,1800.0,4.0,10.6,normal
2693,1697219611.555,46.738,1800.0,3.5,10.6,normal
2694,1697219612.061,46.251,600.0,4.4,10.6,normal
2695,1697219612.566,46.251,600.0,5.0,10.6,normal
2696,1697219613.07,46.251,1800.0,15.9,10.1,normal
2697,1697219613.573,48.199,1800.0,37.0,10.5,normal
2698,1697219614.075,47.225,1800.0,7.9,10.5,normal
2699,1697219614.578,47.712,1800.0,3.0,10.5,normal
2700,1697219615.08,46.738,1800.0,4.5,10.5,normal
2701,1697219615.583,46.738,1800.0,3.0,10.5,normal
2702,1697219616.085,47.712,1800.0,3.5,10.5,normal
2703,1697219616.588,46.738,1800.0,3.5,10.5,normal
2704,1697219617.09,47.225,1800.0,3.5,10.6,normal
2705,1697219617.593,46.738,1800.0,2.0,10.6,normal
2706,1697219618.098,45.764,800.0,3.0,10.6,normal
2707,1697219618.603,46.738,700.0,4.5,10.6,normal
2708,1697219619.108,47.712,800.0,9.9,10.2,normal
2709,1697219619.61,47.712,1800.0,28.1,10.3,normal
2710,1697219620.113,46.738,1800.0,21.6,10.5,normal
2711,1697219620.616,47.712,1800.0,4.0,10.5,normal
2712,1697219621.118,46.738,1800.0,3.5,10.5,normal
2713,1697219621.621,47.225,1800.0,4.0,10.5,normal
2714,1697219622.123,46.251,1800.0,3.5,10.6,normal
2715,1697219622.626,46.738,1800.0,3.5,10.6,normal
2716,1697219623.128,47.225,1800.0,4.5,10.6,normal
2717,1697219623.631,46.738,1800.0,3.5,10.6,normal
2718,1697219624.135,45.764,1300.0,4.5,10.6,normal
2719,1697219624.641,46.251,600.0,4.9,10.6,normal
2720,1697219625.146,46.738,600.0,6.4,10.6,normal
2721,1697219625.65,47.225,1800.0,28.4,10.3,normal
2722,1697219626.153,46.738,1800.0,29.3,10.6,normal
2723,1697219626.655,47.225,1800.0,3.5,10.5,normal
2724,1697219627.158,46.738,1800.0,4.5,10.5,normal
2725,1697219627.66,46.738,1800.0,3.0,10.5,normal
2726,1697219628.163,46.738,1800.0,3.0,10.5,normal
2727,1697219628.665,46.251,1800.0,4.0,10.5,normal
2728,1697219629.168,47.225,1800.0,5.4,10.5,normal
2729,1697219629.67,47.225,1800.0,4.0,10.5,normal
2730,1697219630.173,47.712,1800.0,4.4,10.5,normal
2731,1697219630.679,46.251,600.0,4.5,10.6,normal
2732,1697219631.185,46.738,700.0,6.4,10.5,normal
2733,1697219631.688,47.225,1800.0,29.5,10.3,normal
2734,1697219632.19,47.225,1800.0,28.9,10.5,normal
2735,1697219632.693,47.712,1800.0,2.5,10.5,normal
2736,1697219633.196,47.712,1800.0,4.5,10.5,normal
2737,1697219633.698,47.712,1800.0,4.5,10.5,normal
2738,1697219634.201,46.738,1800.0,5.0,10.5,normal
2739,1697219634.703,47.225,1800.0,3.5,10.5,normal
2740,1697219635.206,46.738,1800.0,4.5,10.6,normal
2741,1697219635.708,47.225,1800.0,4.9,10.5,normal
2742,1697219636.211,47.225,1800.0,3.5,10.5,normal
2743,1697219636.716,47.712,700.0,4.0,10.5,normal
2744,1697219637.222,46.251,600.0,5.4,10.5,normal
2745,1697219637.725,47.225,1800.0,23.4,10.1,normal
2746,1697219638.227,47.712,1800.0,33.5,10.5,normal
2747,1697219638.73,47.712,1800.0,5.0,10.5,normal
2748,1697219639.233,47.712,1800.0,5.9,10.5,normal
2749,1697219639.735,47.712,1800.0,4.4,10.5,normal
2750,1697219640.238,47.712,1800.0,3.5,10.5,normal
2751,1697219640.74,47.225,1800.0,6.9,10.5,normal
2752,1697219641.243,47.225,1800.0,5.4,10.5,normal
2753,1697219641.746,48.199,1800.0,3.5,10.5,normal
2754,1697219642.248,47.712,1800.0,3.5,10.5,normal
2755,1697219642.754,46.251,600.0,5.9,10.5,normal
2756,1697219643.259,46.251,700.0,5.9,10.5,normal
2757,1697219643.762,47.712,1800.0,29.2,10.2,normal
2758,1697219644.265,47.712,1800.0,28.5,10.5,normal
2759,1697219644.767,47.712,1800.0,3.5,10.5,normal
2760,1697219645.27,47.225,1800.0,4.0,10.5,normal
2761,1697219645.772,47.712,1800.0,4.0,10.5,normal
2762,1697219646.275,47.225,1800.0,4.5,10.5,normal
2763,1697219646.777,47.712,1800.0,4.0,10.5,normal
2764,1697219647.28,46.738,1800.0,4.0,10.5,normal
2765,1697219647.783,47.225,1800.0,5.0,10.5,normal
2766,1697219648.285,47.225,1800.0,3.5,10.5,normal
2767,1697219648.789,46.251,1000.0,6.0,10.5,normal
2768,1697219649.293,46.738,900.0,5.5,10.5,normal
2769,1697219649.796,46.738,1800.0,18.9,10.0,normal
2770,1697219650.299,48.199,1800.0,36.7,10.4,normal
2771,1697219650.802,46.738,1800.0,4.5,10.5,normal
2772,1697219651.304,46.738,1800.0,4.4,10.5,normal
2773,1697219651.807,47.712,1800.0,4.0,10.5,normal
2774,1697219652.309,47.225,1800.0,3.9,10.5,normal
2775,1697219652.812,47.712,1800.0,4.0,10.5,normal
2776,1697219653.314,47.225,1800.0,3.5,10.5,normal
2777,1697219653.817,46.738,1800.0,4.0,10.5,normal
2778,1697219654.319,46.738,1800.0,4.0,10.5,normal
2779,1697219654.823,46.251,900.0,3.9,10.5,normal
2780,1697219655.328,46.738,800.0,7.9,10.5,normal
2781,1697219655.831,47.225,1800.0,21.8,10.2,normal
2782,1697219656.334,48.199,1800.0,34.8,10.6,normal
2783,1697219656.836,47.712,1800.0,3.5,10.6,normal
2784,1697219657.339,47.225,1800.0,4.0,10.6,normal
2785,1697219657.841,46.251,1800.0,3.0,10.6,normal
2786,1697219658.344,47.225,1800.0,3.5,10.6,normal
2787,1697219658.846,46.738,1800.0,4.0,10.6,normal
2788,1697219659.349,47.225,1800.0,2.5,10.6,normal
2789,1697219659.851,47.225,1800.0,3.5,10.6,normal
2790,1697219660.354,46.738,1800.0,2.5,10.6,normal
2791,1697219660.858,46.738,900.0,4.5,10.6,normal
2792,1697219661.362,46.251,800.0,5.5,10.6,normal
2793,1697219661.865,47.712,1800.0,13.5,10.0,normal
2794,1697219662.369,48.686,1800.0,34.0,10.4,normal
2795,1697219662.872,47.712,1800.0,12.0,10.5,normal
2796,1697219663.374,47.712,1800.0,3.5,10.5,normal
2797,1697219663.877,47.225,1800.0,5.0,10.5,normal
2798,1697219664.38,47.225,1800.0,3.5,10.5,normal
2799,1697219664.882,47.712,1800.0,4.9,10.5,normal
2800,1697219665.385,46.738,1800.0,3.0,10.5,normal
2801,1697219665.887,47.225,1800.0,3.5,10.5,normal
2802,1697219666.39,46.251,1800.0,3.5,10.5,normal
2803,1697219666.895,46.738,700.0,5.9,10.5,normal
2804,1697219667.399,46.738,800.0,5.9,10.5,normal
2805,1697219667.903,45.764,1200.0,6.4,10.4,normal
2806,1697219668.406,46.738,1800.0,29.5,10.3,normal
2807,1697219668.908,47.225,1800.0,24.5,10.5,normal
2808,1697219669.411,47.712,1800.0,3.5,10.5,normal
2809,1697219669.913,47.225,1800.0,3.5,10.5,normal
2810,1697219670.416,47.712,1800.0,4.0,10.5,normal
2811,1697219670.919,46.738,1800.0,3.0,10.5,normal
2812,1697219671.421,47.712,1800.0,4.0,10.5,normal
2813,1697219671.924,47.225,1800.0,3.5,10.5,normal
2814,1697219672.426,47.225,1800.0,4.0,10.6,normal
2815,1697219672.929,48.199,1800.0,4.0,10.6,normal
2816,1697219673.434,46.738,700.0,6.4,10.6,normal
2817,1697219673.939,45.764,600.0,6.4,10.6,normal
2818,1697219674.443,47.225,1800.0,24.1,10.2,normal
2819,1697219674.945,47.225,1800.0,31.5,10.5,normal
2820,1697219675.448,47.225,1800.0,5.0,10.5,normal
2821,1697219675.951,47.712,1800.0,4.5,10.5,normal
2822,1697219676.453,46.738,1800.0,3.5,10.5,normal
2823,1697219676.956,47.225,1800.0,3.5,10.5,normal
2824,1697219677.458,46.738,1800.0,4.5,10.5,normal
2825,1697219677.96,46.738,1800.0,4.5,10.5,normal
2826,1697219678.463,47.225,1800.0,4.0,10.5,normal
2827,1697219678.966,46.738,1800.0,4.0,10.5,normal
2828,1697219679.471,46.738,600.0,5.4,10.5,normal
2829,1697219679.976,46.251,700.0,7.4,10.5,normal
2830,1697219680.48,47.712,1800.0,24.9,10.2,normal
2831,1697219680.982,47.712,1800.0,29.1,10.5,normal
2832,1697219681.484,46.738,1800.0,3.5,10.5,normal
2833,1697219681.987,47.712,1800.0,4.5,10.5,normal
2834,1697219682.489,47.225,1800.0,3.5,10.5,normal
2835,1697219682.992,47.225,1800.0,4.0,10.6,normal
2836,1697219683.495,47.225,1800.0,2.5,10.6,normal
2837,1697219683.997,46.251,1800.0,5.9,10.6,normal
2838,1697219684.5,48.199,1800.0,4.0,10.5,normal
2839,1697219685.002,46.738,1800.0,3.0,10.5,normal
2840,1697219685.508,46.738,600.0,5.9,10.5,normal
2841,1697219686.015,46.251,600.0,6.0,10.5,normal
2842,1697219686.518,47.712,1800.0,18.8,10.2,normal
2843,1697219687.02,47.712,1800.0,36.2,10.6,normal
2844,1697219687.523,46.738,1800.0,4.0,10.6,normal
2845,1697219688.025,46.738,1800.0,3.0,10.6,normal
2846,1697219688.528,47.225,1800.0,4.4,10.6,normal
2847,1697219689.031,46.251,1800.0,3.5,10.6,normal
2848,1697219689.533,46.738,1800.0,4.5,10.6,normal
2849,1697219690.036,46.251,1800.0,3.5,10.6,normal
2850,1697219690.538,47.712,1800.0,4.0,10.6,normal
2851,1697219691.041,47.225,1800.0,4.0,10.6,normal
2852,1697219691.546,47.225,700.0,4.0,10.6,normal
2853,1697219692.051,46.738,600.0,4.9,10.6,normal
2854,1697219692.555,46.251,1800.0,12.5,9.9,normal
2855,1697219693.059,47.225,1800.0,32.3,10.5,normal
2856,1697219693.562,47.225,1800.0,14.5,10.6,normal
2857,1697219694.064,46.251,1800.0,4.5,10.6,normal
2858,1697219694.567,46.738,1800.0,5.0,10.5,normal
2859,1697219695.069,47.225,1800.0,3.0,10.5,normal
2860,1697219695.572,47.712,1800.0,4.5,10.5,normal
2861,1697219696.074,47.225,1800.0,3.5,10.5,normal
2862,1697219696.577,46.738,1800.0,4.5,10.5,normal
2863,1697219697.079,46.738,1800.0,4.0,10.5,normal
2864,1697219697.584,46.251,700.0,3.9,10.5,normal
2865,1697219698.09,46.738,600.0,5.0,10.5,normal
2866,1697219698.595,46.738,600.0,5.4,10.5,normal
2867,1697219699.098,47.225,1800.0,29.5,10.3,normal
2868,1697219699.601,48.199,1800.0,25.1,10.5,normal
2869,1697219700.104,47.225,1800.0,3.0,10.5,normal
2870,1697219700.606,47.712,1800.0,4.5,10.5,normal
2871,1697219701.109,46.738,1800.0,4.0,10.5,normal
2872,1697219701.611,46.251,1800.0,4.4,10.5,normal
2873,1697219702.114,47.225,1800.0,3.5,10.5,normal
2874,1697219702.616,47.225,1800.0,3.5,10.5,normal
2875,1697219703.119,46.738,1800.0,3.0,10.5,normal
2876,1697219703.621,45.277,1800.0,4.0,10.5,normal
2877,1697219704.127,46.738,600.0,5.5,10.5,normal
2878,1697219704.633,46.251,600.0,6.4,10.5,normal
2879,1697219705.136,48.199,1800.0,23.9,10.3,normal
2880,1697219705.639,48.199,1800.0,32.0,10.6,normal
2881,1697219706.141,47.225,1800.0,2.5,10.6,normal
2882,1697219706.644,46.738,1800.0,5.9,10.6,normal
2883,1697219707.146,47.225,1800.0,3.5,10.6,normal
2884,1697219707.649,46.738,1800.0,4.0,10.6,normal
2885,1697219708.152,46.738,1800.0,3.0,10.6,normal
2886,1697219708.654,47.712,1800.0,5.0,10.6,normal
2887,1697219709.157,47.225,1800.0,5.0,10.6,normal
2888,1697219709.659,47.712,1800.0,3.5,10.6,normal
2889,1697219710.165,46.738,600.0,3.9,10.6,normal
2890,1697219710.67,46.738,600.0,6.4,10.6,normal
2891,1697219711.176,48.199,1800.0,27.4,10.3,normal
2892,1697219711.679,47.225,1800.0,28.9,10.5,normal
2893,1697219712.181,47.225,1800.0,4.0,10.5,normal
2894,1697219712.684,47.225,1800.0,5.0,10.5,normal
2895,1697219713.187,46.738,1800.0,3.5,10.5,normal
2896,1697219713.69,46.738,1800.0,5.0,10.6,normal
2897,1697219714.192,47.712,1800.0,4.5,10.6,normal
2898,1697219714.695,47.225,1800.0,4.0,10.6,normal
2899,1697219715.197,46.738,1800.0,5.5,10.6,normal
2900,1697219715.7,46.738,1800.0,4.5,10.6,normal
2901,1697219716.206,46.738,600.0,5.0,10.6,normal
2902,1697219716.711,47.225,700.0,7.4,10.6,normal
2903,1697219717.214,47.712,1800.0,18.5,10.1,normal
2904,1697219717.716,47.225,1800.0,36.5,10.5,normal
2905,1697219718.219,46.738,1800.0,4.5,10.5,normal
2906,1697219718.721,46.251,1800.0,3.5,10.5,normal
2907,1697219719.224,46.251,1800.0,5.4,10.5,normal
2908,1697219719.727,47.225,1800.0,4.0,10.5,normal
2909,1697219720.229,46.251,1800.0,4.0,10.5,normal
2910,1697219720.732,47.712,1800.0,4.0,10.5,normal
2911,1697219721.234,46.251,1800.0,4.5,10.5,normal
2912,1697219721.737,47.225,1800.0,4.0,10.5,normal
2913,1697219722.242,46.251,700.0,4.0,10.5,normal
2914,1697219722.748,46.251,600.0,7.4,10.5,normal
2915,1697219723.252,46.738,1800.0,13.8,9.9,normal
2916,1697219723.755,48.199,1800.0,32.5,10.5,normal
2917,1697219724.258,48.199,1800.0,15.7,10.6,normal
2918,1697219724.76,46.738,1800.0,3.5,10.6,normal
2919,1697219725.263,47.225,1800.0,4.0,10.6,normal
2920,1697219725.765,46.738,1800.0,3.0,10.6,normal
2921,1697219726.268,47.225,1800.0,3.9,10.6,normal
2922,1697219726.77,47.225,1800.0,5.0,10.6,normal
2923,1697219727.273,46.251,1800.0,3.5,10.6,normal
2924,1697219727.776,47.225,1800.0,3.5,10.6,normal
2925,1697219728.281,47.225,700.0,4.0,10.6,normal
2926,1697219728.785,47.225,900.0,7.0,10.6,normal
2927,1697219729.289,45.764,800.0,3.5,10.5,normal
2928,1697219729.792,47.225,1800.0,26.2,10.3,normal
2929,1697219730.295,48.199,1800.0,23.7,10.6,normal
2930,1697219730.797,47.712,1800.0,1.0,10.5,normal
2931,1697219731.3,47.225,1800.0,5.9,10.5,normal
2932,1697219731.802,47.225,1800.0,3.5,10.6,normal
2933,1697219732.305,46.738,1800.0,4.0,10.5,normal
2934,1697219732.808,48.199,1800.0,5.0,10.5,normal
2935,1697219733.31,46.251,1800.0,3.5,10.6,normal
2936,1697219733.813,47.225,1800.0,4.5,10.5,normal
2937,1697219734.315,46.251,1800.0,3.0,10.5,normal
2938,1697219734.819,46.251,900.0,5.9,10.5,normal
2939,1697219735.323,47.225,1800.0,11.9,9.5,normal
2940,1697219735.826,47.712,1800.0,29.5,10.4,normal
2941,1697219736.328,47.225,1800.0,19.4,10.5,normal
2942,1697219736.831,47.225,1800.0,4.0,10.5,normal
2943,1697219737.333,47.712,1800.0,4.0,10.5,normal
2944,1697219737.836,46.738,1800.0,3.5,10.5,normal
2945,1697219738.338,45.764,1800.0,3.5,10.5,normal
2946,1697219738.841,46.738,1800.0,5.0,10.6,normal
2947,1697219739.344,46.738,1800.0,4.9,10.6,normal
2948,1697219739.846,47.225,1800.0,3.0,10.6,normal
2949,1697219740.351,47.225,700.0,3.9,10.6,normal
2950,1697219740.855,46.738,900.0,4.5,10.6,normal
2951,1697219741.359,46.251,1200.0,5.0,10.5,normal
2952,1697219741.863,47.225,1800.0,27.4,10.3,normal
2953,1697219742.366,47.225,1800.0,27.4,10.5,normal
2954,1697219742.868,48.199,1800.0,3.5,10.5,normal
2955,1697219743.371,47.225,1800.0,5.4,10.5,normal
2956,1697219743.873,47.712,1800.0,4.5,10.5,normal
2957,1697219744.376,47.225,1800.0,4.0,10.5,normal
2958,1697219744.878,47.225,1800.0,4.4,10.5,normal
2959,1697219745.38,47.225,1800.0,4.5,10.6,normal
2960,1697219745.883,46.738,1800.0,3.5,10.5,normal
2961,1697219746.385,47.225,1800.0,3.0,10.6,normal
2962,1697219746.89,46.738,800.0,4.5,10.5,normal
2963,1697219747.393,46.738,1800.0,7.0,10.5,normal
2964,1697219747.895,47.225,1800.0,17.3,10.1,normal
2965,1697219748.398,48.199,1800.0,35.7,10.5,normal
2966,1697219748.901,47.712,1800.0,4.5,10.5,normal
2967,1697219749.404,47.225,1800.0,5.0,10.5,normal
2968,1697219749.906,46.738,1800.0,4.0,10.5,normal
2969,1697219750.409,47.712,1800.0,2.5,10.5,normal
2970,1697219750.911,46.738,1800.0,4.5,10.6,normal
2971,1697219751.414,46.251,1800.0,3.5,10.6,normal
2972,1697219751.916,46.738,1800.0,3.5,10.6,normal
2973,1697219752.421,47.225,800.0,4.0,10.6,normal
2974,1697219752.925,46.738,900.0,5.4,10.6,normal
2975,1697219753.429,46.251,800.0,6.4,10.6,normal
2976,1697219753.932,47.225,1800.0,26.2,10.2,normal
2977,1697219754.435,47.225,1800.0,30.8,10.5,normal
2978,1697219754.938,47.225,1800.0,3.0,10.5,normal
2979,1697219755.44,47.225,1800.0,4.0,10.5,normal
2980,1697219755.943,47.712,1800.0,4.4,10.5,normal
2981,1697219756.445,46.738,1800.0,3.5,10.5,normal
2982,1697219756.948,47.712,1800.0,3.5,10.5,normal
2983,1697219757.45,47.712,1800.0,5.0,10.6,normal
2984,1697219757.953,47.225,1800.0,4.0,10.6,normal
2985,1697219758.456,46.738,1800.0,3.0,10.6,normal
2986,1697219758.961,47.712,600.0,6.9,10.6,normal
2987,1697219759.467,46.738,600.0,6.4,10.6,normal
2988,1697219759.97,47.225,1800.0,18.0,10.1,normal
2989,1697219760.473,47.225,1800.0,38.6,10.5,normal
2990,1697219760.975,47.225,1800.0,2.5,10.6,normal
2991,1697219761.478,47.712,1800.0,5.5,10.5,normal
2992,1697219761.98,46.738,1800.0,3.0,10.5,normal
2993,1697219762.483,46.738,1800.0,2.5,10.5,normal
2994,1697219762.985,48.199,1800.0,5.0,10.5,normal
2995,1697219763.488,46.738,1800.0,4.5,10.5,normal
2996,1697219763.99,47.712,1800.0,4.5,10.5,normal
2997,1697219764.493,46.738,1800.0,4.5,10.5,normal
2998,1697219764.998,47.225,700.0,5.0,10.5,normal
2999,1697219765.503,46.738,600.0,6.4,10.5,normal
3000,1697219766.008,47.225,1800.0,11.4,9.6,normal
3001,1697219766.512,46.738,1800.0,29.5,10.4,normal
3002,1697219767.014,47.712,1800.0,17.1,10.6,normal
3003,1697219767.517,47.225,1800.0,4.5,10.6,normal
3004,1697219768.019,47.225,1800.0,3.5,10.6,normal
3005,1697219768.522,47.712,1800.0,3.5,10.6,normal
3006,1697219769.024,47.225,1800.0,5.4,10.6,normal
3007,1697219769.527,46.251,1800.0,4.0,10.6,normal
3008,1697219770.03,47.225,1800.0,4.0,10.6,normal
3009,1697219770.533,47.712,1800.0,3.0,10.6,normal
3010,1697219771.037,46.738,700.0,3.9,10.6,normal
3011,1697219771.544,46.738,600.0,6.9,10.6,normal
3012,1697219772.05,45.764,600.0,5.4,10.6,normal
3013,1697219772.553,47.712,1800.0,27.4,10.2,normal
3014,1697219773.055,47.712,1800.0,28.9,10.5,normal
3015,1697219773.558,46.738,1800.0,5.0,10.5,normal
3016,1697219774.06,46.738,1800.0,4.0,10.5,normal
3017,1697219774.563,47.225,1800.0,3.5,10.5,normal
3018,1697219775.065,46.738,1800.0,3.5,10.5,normal
3019,1697219775.568,47.712,1800.0,4.9,10.5,normal
3020,1697219776.07,47.225,1800.0,3.0,10.5,normal
3021,1697219776.573,47.225,1800.0,3.5,10.5,normal
3022,1697219777.076,47.225,1800.0,5.0,10.5,normal
3023,1697219777.581,46.251,600.0,5.0,10.5,normal
3024,1697219778.085,47.225,900.0,5.9,10.5,normal
3025,1697219778.588,47.225,1800.0,19.0,10.2,normal
3026,1697219779.091,47.712,1800.0,33.7,10.5,normal
3027,1697219779.593,47.712,1800.0,1.5,10.5,normal
3028,1697219780.096,47.712,1800.0,4.5,10.5,normal
3029,1697219780.598,47.225,1800.0,3.5,10.5,normal
3030,1697219781.101,46.738,1800.0,4.0,10.5,normal
3031,1697219781.604,46.251,1800.0,3.5,10.5,normal
3032,1697219782.106,47.712,1800.0,2.5,10.6,normal
3033,1697219782.609,46.251,1800.0,2.0,10.6,normal
3034,1697219783.111,46.251,1800.0,3.0,10.6,normal
3035,1697219783.617,46.738,600.0,3.5,10.6,normal
3036,1697219784.122,47.225,600.0,5.5,10.6,normal
3037,1697219784.625,48.199,1800.0,14.4,9.9,normal
3038,1697219785.129,47.712,1800.0,36.1,10.4,normal
3039,1697219785.632,47.225,1800.0,9.0,10.5,normal
3040,1697219786.135,47.712,1800.0,3.5,10.5,normal
3041,1697219786.637,46.738,1800.0,3.5,10.5,normal
3042,1697219787.14,46.738,1800.0,3.5,10.5,normal
3043,1697219787.642,46.738,1800.0,4.0,10.5,normal
3044,1697219788.145,46.738,1800.0,3.0,10.5,normal
3045,1697219788.647,47.225,1800.0,4.0,10.5,normal
3046,1697219789.15,46.738,1800.0,5.0,10.5,normal
3047,1697219789.655,47.225,700.0,3.5,10.5,normal
3048,1697219790.161,46.251,600.0,5.4,10.6,normal
3049,1697219790.666,45.764,600.0,5.9,10.5,normal
3050,1697219791.17,47.712,1800.0,30.7,10.3,normal
3051,1697219791.672,47.712,1800.0,25.3,10.5,normal
3052,1697219792.175,47.712,1800.0,4.4,10.5,normal
3053,1697219792.678,47.712,1800.0,4.0,10.5,normal
3054,1697219793.18,46.738,1800.0,4.0,10.5,normal
3055,1697219793.683,47.712,1800.0,2.5,10.5,normal
3056,1697219794.186,47.712,1800.0,5.0,10.5,normal
3057,1697219794.688,47.712,1800.0,5.0,10.5,normal
3058,1697219795.191,47.712,1800.0,3.5,10.5,normal
3059,1697219795.693,46.251,1800.0,4.0,10.5,normal
3060,1697219796.199,46.251,700.0,5.0,10.5,normal
3061,1697219796.702,47.225,1800.0,10.5,9.4,normal
3062,1697219797.204,48.686,1800.0,29.9,10.4,normal
3063,1697219797.707,47.712,1800.0,21.3,10.5,normal
3064,1697219798.21,47.225,1800.0,3.5,10.5,normal
3065,1697219798.712,47.712,1800.0,4.0,10.5,normal
3066,1697219799.215,47.225,1800.0,5.0,10.5,normal
3067,1697219799.717,47.225,1800.0,4.0,10.5,normal
3068,1697219800.22,47.225,1800.0,4.0,10.5,normal
3069,1697219800.722,47.712,1800.0,4.0,10.5,normal
3070,1697219801.225,46.738,1800.0,4.0,10.6,normal
3071,1697219801.73,47.712,800.0,4.0,10.6,normal
3072,1697219802.235,46.738,800.0,5.0,10.6,normal
3073,1697219802.739,46.251,1000.0,5.4,10.6,normal
3074,1697219803.242,48.199,1800.0,27.5,10.4,normal
3075,1697219803.744,47.225,1800.0,29.0,10.6,normal
3076,1697219804.247,48.199,1800.0,4.5,10.5,normal
3077,1697219804.749,47.225,1800.0,4.0,10.5,normal
3078,1697219805.252,47.225,1800.0,4.5,10.5,normal
3079,1697219805.754,47.712,1800.0,3.5,10.5,normal
3080,1697219806.257,47.712,1800.0,4.0,10.5,normal
3081,1697219806.76,47.225,1800.0,4.0,10.5,normal
3082,1697219807.262,47.225,1800.0,4.0,10.5,normal
3083,1697219807.765,47.225,1800.0,4.5,10.5,normal
3084,1697219808.27,46.738,600.0,6.9,10.5,normal
3085,1697219808.773,47.225,1100.0,9.0,10.4,normal
3086,1697219809.276,47.225,1800.0,29.0,10.3,normal
3087,1697219809.779,47.712,1800.0,23.5,10.6,normal
3088,1697219810.281,47.712,1800.0,5.0,10.6,normal
3089,1697219810.784,47.225,1800.0,3.0,10.6,normal
3090,1697219811.287,47.712,1800.0,4.5,10.6,normal
3091,1697219811.789,47.225,1800.0,3.5,10.6,normal
3092,1697219812.292,47.225,1800.0,4.5,10.6,normal
3093,1697219812.794,47.225,1800.0,3.0,10.6,normal
3094,1697219813.297,47.225,1800.0,4.5,10.6,normal
3095,1697219813.799,47.712,1800.0,4.5,10.6,normal
3096,1697219814.304,46.738,800.0,6.9,10.6,normal
3097,1697219814.808,45.764,900.0,5.4,10.6,normal
3098,1697219815.311,47.712,1800.0,24.5,10.2,normal
3099,1697219815.814,47.712,1800.0,30.5,10.5,normal
3100,1697219816.316,47.712,1800.0,4.5,10.5,normal
3101,1697219816.819,47.225,1800.0,4.0,10.5,normal
3102,1697219817.321,47.712,1800.0,3.0,10.5,normal
3103,1697219817.824,46.738,1800.0,3.5,10.5,normal
3104,1697219818.326,47.225,1800.0,4.5,10.6,normal
3105,1697219818.829,47.712,1800.0,5.0,10.6,normal
3106,1697219819.332,47.225,1800.0,4.5,10.6,normal
3107,1697219819.834,46.251,1800.0,2.5,10.6,normal
3108,1697219820.338,46.251,800.0,5.4,10.6,normal
3109,1697219820.843,47.225,900.0,6.4,10.6,normal
3110,1697219821.345,47.712,1800.0,19.8,10.1,normal
3111,1697219821.848,47.712,1800.0,38.9,10.5,normal
3112,1697219822.351,47.712,1800.0,3.5,10.5,normal
3113,1697219822.853,47.712,1800.0,2.5,10.5,normal
