Temps,Temperature,Frequency,Cpu_usage,Cpu_memory,Classe
1697227328.264,45.764,1800.0,2.5,10.3,normal
1697227328.77,45.764,600.0,6.4,10.3,normal
1697227329.273,45.764,1800.0,14.1,9.8,normal
1697227329.777,46.251,1800.0,38.3,10.2,normal
1697227330.279,46.738,1800.0,8.0,10.3,normal
1697227330.782,46.251,1800.0,1.5,10.3,normal
1697227331.285,46.251,1800.0,5.4,10.3,normal
1697227331.787,45.277,1800.0,4.0,10.3,normal
1697227332.29,46.251,1800.0,6.4,10.3,normal
1697227332.793,46.251,1800.0,5.0,10.3,normal
1697227333.296,45.764,1800.0,4.5,10.3,normal
1697227333.798,47.225,1800.0,6.0,10.4,normal
1697227334.303,46.251,700.0,5.0,10.4,normal
1697227334.809,46.251,600.0,5.5,10.4,normal
1697227335.315,45.277,600.0,7.4,10.3,normal
1697227335.819,48.199,1800.0,30.0,10.1,normal
1697227336.321,46.251,1800.0,28.2,10.3,normal
1697227336.824,46.251,1800.0,3.5,10.3,normal
1697227337.327,46.251,1800.0,3.5,10.3,normal
1697227337.829,46.251,1800.0,5.0,10.3,normal
1697227338.332,46.738,1800.0,4.9,10.3,normal
1697227338.834,46.738,1800.0,3.5,10.3,normal
1697227339.337,46.251,1800.0,4.5,10.4,normal
1697227339.84,46.738,1800.0,4.5,10.4,normal
1697227340.342,45.764,1800.0,5.0,10.4,normal
1697227340.846,45.277,1000.0,5.4,10.4,normal
1697227341.349,45.764,1800.0,12.0,9.3,normal
1697227341.851,48.199,1800.0,29.2,10.2,normal
1697227342.354,46.251,1800.0,20.5,10.4,normal
1697227342.857,46.251,1800.0,5.0,10.4,normal
1697227343.359,46.738,1800.0,4.0,10.4,normal
1697227343.862,46.251,1800.0,5.0,10.4,normal
1697227344.364,46.251,1800.0,5.5,10.4,normal
1697227344.867,45.764,1800.0,4.0,10.4,normal
1697227345.369,45.764,1800.0,5.0,10.4,normal
1697227345.872,46.738,1800.0,5.0,10.4,normal
1697227346.377,46.251,700.0,6.4,10.4,normal
1697227346.881,46.738,900.0,5.9,10.4,normal
1697227347.384,46.738,1800.0,15.4,9.9,normal
